#{"t_start": 1765675346.348061, "env_id": "None"}
r,l,t
23.689056,556,5338.956139
21.963153,324,5352.224683
27.896394,486,5372.899975
34.328371,612,5396.750514
19.214312,206,5405.645688
18.123911,204,5414.426143
17.783407,154,5420.563192
21.883225,371,5435.317333
17.998738,172,5443.52525
62.456008,927,5478.552804
58.47029,1001,5518.71138
17.17493,186,5527.814832
18.642345,230,5536.937271
21.116269,318,5549.460899
17.526324,236,5558.857222
61.546903,852,5593.25753
19.371485,145,5598.592113
19.57351,381,5614.822364
17.23946,186,5622.477393
15.609606,195,5630.441073
37.198622,627,5656.455014
46.427919,557,5678.203658
26.731238,404,5694.287989
17.745169,274,5705.091556
18.761023,301,5716.715157
16.55466,163,5723.753639
19.99306,315,5737.446542
46.568534,603,5759.790576
18.421943,195,5767.285885
39.341384,514,5788.796781
22.202131,473,5806.307973
19.468374,346,5820.528697
18.171544,393,5835.671114
19.240836,211,5843.723027
17.045258,266,5856.05988
35.837229,595,5878.544164
19.567654,290,5889.702361
21.940639,231,5900.468957
65.261769,775,5930.136744
17.75411,257,5941.394444
16.822567,190,5949.784304
32.229035,568,5971.146197
17.780262,248,5983.019645
25.822272,315,5995.069936
16.781701,182,6001.634171
25.834124,665,6027.914654
17.800042,451,6044.906441
16.579894,218,6053.616174
17.431268,268,6065.685787
26.465239,411,6081.530307
53.408052,958,6118.17956
15.848343,156,6124.395145
17.850338,253,6134.787944
16.885785,199,6144.38229
50.323097,694,6170.079949
21.82779,281,6182.012785
22.778834,365,6197.399889
19.846184,367,6211.728764
14.146277,602,6235.977527
15.407372,199,6244.097288
28.059835,405,6258.636288
18.773348,267,6270.062184
42.997957,629,6294.102032
39.648002,588,6317.904679
29.204969,350,6331.196432
20.500587,240,6342.2413
56.865658,720,6371.108375
19.685929,197,6378.78167
16.332266,185,6388.080062
49.923361,653,6413.696292
18.930197,216,6421.926548
16.808449,154,6430.207071
52.455891,968,6466.050853
19.645369,226,6475.692069
17.226958,131,6482.070633
17.387341,263,6492.460717
21.702024,229,6502.209645
24.887644,567,6524.366811
19.811936,203,6532.617925
56.014626,536,6556.159852
54.251376,594,6578.18506
38.244504,527,6599.503685
75.100713,1001,6638.956738
17.782185,279,6650.784019
20.394743,189,6658.134884
